nbeval fitness
10000 44101.0
10000 44540.0
10000 44779.0
10000 44704.0
10000 44485.0
10000 44574.0
10000 44483.0
10000 44266.0
10000 44684.0
10000 44690.0
10000 44325.0
10000 44756.0
10000 44235.0
